,,EIG_a,ER_s,Kelvin_s,MJO_s,MJO_a,MRG_a,TD_s,WIG_s,CARIBE_u,CARIBE_v,CHOCO_u,CHOCO_v,ORINOQUIA_u,ORINOQUIA_v,PPT_ERA5,PPT_ERA_acum,Tendencia,Caudal_antes,Caudal
2,10,2.933435987552144,3.4460741864335107,5.914934176841026,2.1789462964600546,1.168352015338891,2.291865703383921,3.41906288250986,1.9971583638293124,0.049847518487471425,0.014735502192612696,0.02389020206813478,0.028230577287777177,0.010374474113552582,0.01480975991765819,4.213847258980255,30.104273570600782,58.951708976466115,76.62728194026961,162.4306491987062
2,11,2.7507280915951453,4.261553447534748,5.251883228358609,2.227488717123708,1.1319979411919279,3.538367217377496,2.5933849080994715,1.7101450713677804,0.05754155590667967,0.016464790591998766,0.0203197880626727,0.027913122715646443,0.014228677118364895,0.014909118952184074,4.166716371504683,30.009768882254168,139.38265226377726,162.4306491987062,190.68094606637615
2,12,2.5796756564207888,5.038987235029316,3.980965330877827,2.1936533213509626,1.076454480119742,2.1765154889582585,4.02445555319051,1.7161673238879585,0.05303693474330447,0.01977475753920659,0.024926659143737113,0.025110539362232277,0.013541176068264767,0.014067912897524978,4.396873995863277,30.07060914437262,37.359402195269396,190.68094606637615,81.35294777546872
2,13,2.491470323402478,5.461075487731463,4.099768749053367,2.123670703694257,1.1111355216572627,3.2850610251275905,3.0855873799926106,1.828005814408073,0.04775266805056883,0.02536691262239679,0.03183727332899348,0.03659292673946392,0.012337471259537368,0.015385200679342743,2.3886548700219317,30.457442938136847,125.761672097883,81.35294777546872,130.49884599972015
2,14,3.7536456906267106,5.371187416593256,4.3113235095832625,2.039487690249113,1.1114432682883675,3.2177106169095655,4.657386789675468,1.7669755697241527,0.03352830960097857,0.02060977537532562,0.03311339189048152,0.04081148450149215,0.007911878487779347,0.012519358231299274,3.417218815102786,29.778949178429784,65.86002312766944,130.49884599972015,105.30646477466955
2,15,4.998659117982079,4.948560476154743,4.156423974627274,1.9395012924673363,1.1379607851063436,2.800033071425354,2.970132179633939,1.8070121304107338,0.027259164531223613,0.0205839087267283,0.021134172050223592,0.029233346018933362,0.006678617993503484,0.01330338726961909,2.668195374219103,28.899921417986825,63.82839864112373,105.30646477466955,99.98187904307417
2,16,3.7457552485754495,4.3315903320485365,5.360116772840947,1.833113681457672,1.1841811536754958,3.7325214710696564,3.3493194292310267,2.234334187452649,0.03119086278644978,0.018987062998019538,0.021778693512293022,0.018782699853410002,0.009374192890137663,0.009189765510618998,3.232022770899327,27.49471997196117,39.399204636500755,99.98187904307417,89.25179236137652
2,17,3.354678441759618,3.7363351147400548,5.081899272865485,2.013018640359851,1.212319473257859,3.017694599393387,2.6430302239269876,2.6935402567776108,0.03910142206233511,0.01536111737331039,0.026231526212383578,0.028832622456833278,0.010537511031101492,0.011057814779058754,3.414777607469346,28.59206407553226,28.245274609964056,89.25179236137652,77.53497361816032
2,18,3.2152246742703587,3.524078046842932,5.976032061630146,1.9660384817689933,1.2671288184790648,3.1532080916241685,4.015123770769231,2.977948375257851,0.026707783790513133,0.02010093062806123,0.03084732480569769,0.03176906448992326,0.013579598972510484,0.012241512266085927,3.20709074931927,30.19337610568422,30.54460727562035,77.53497361816032,90.86475052516876
2,19,3.077802642810822,3.9296016302894663,4.690705406105175,2.0189012937868855,1.328286039074997,2.8936656565627112,2.850249437960524,2.953108135716641,0.033483523620867435,0.021626054365454218,0.032952636758644294,0.03623473587364344,0.013579203351115602,0.012685660778847528,3.7528793935991027,30.14230576838864,27.28453221859243,90.86475052516876,136.817875571922
2,20,2.9087046458365107,4.491803571303714,5.2418288721950175,2.000869554012859,1.3645421074236495,2.3378574340814087,3.3246225914548226,2.909837622722665,0.02878326683762745,0.017282479719532562,0.022440144180197796,0.0281737686841123,0.010710823651323741,0.01274012888834151,2.4178992501744854,30.296425662518704,85.95884116961368,136.817875571922,120.06727950977826
2,21,3.55159365714725,4.849156779642425,4.8181015733858645,1.9002662044398766,1.3457722533082146,2.730165688599468,2.928696796101807,2.7401904508005113,0.023541340771623925,0.015655018754836363,0.02325740625403319,0.024448052456530485,0.012537321366855626,0.013911688873633818,3.7088422522491773,28.306097577235395,36.45341321611677,120.06727950977826,108.94690381271101
2,22,4.432527626862261,4.691408435826857,4.3988438099297,1.9287073418279606,1.3395067498041981,2.3679976285723474,3.151632014821044,2.469572606065468,0.024844162649959516,0.021542638651607902,0.026048836179272828,0.024863260999526852,0.014096445830104519,0.021112671468531616,3.5101670627234016,26.597351676496388,38.329956380591256,108.94690381271101,112.81496339125692
2,23,4.572410672614409,4.4189947688918485,6.843159015197794,1.9308954177494675,1.304428758080945,2.827914760277374,2.953251317724932,2.213440544267546,0.028463047894079604,0.0283788757426822,0.02920599958782364,0.024425551593903878,0.016877915321626333,0.019573017978554756,3.615202153113259,24.98332959293194,58.33299217103307,112.81496339125692,116.17786229496687
2,24,4.175213823342951,4.187616456196559,6.345651010934555,1.930569271825163,1.2598495807765,3.8500079697541416,3.3568702471028056,1.900208602305591,0.03701025572291592,0.016190389233326056,0.024182309084760087,0.028322103883896603,0.01771281341430363,0.013474067142226234,4.156150300917993,22.658781601449864,44.949973082410445,116.17786229496687,156.3267161382588
2,25,3.903741650009725,3.987683977752316,7.32482555940413,1.9059178706008453,1.20856298621704,2.2850725666915386,2.6533662198722805,1.6204349728714604,0.04587446708293747,0.01998595713262729,0.017950568108522618,0.021526104748221107,0.014988080109756385,0.01077099819836156,4.264473468923274,22.075326798794503,56.82882593925027,156.3267161382588,140.06740817793286
2,26,4.217883852515273,3.7651190285506595,4.751369231050387,1.8679591198489904,1.1509285264456857,3.977591454575295,3.646535943283783,1.491705720551505,0.03964026054750511,0.024852234147268407,0.016921832980388518,0.019551691224406594,0.011961088751345238,0.013440052864407944,3.072900915264318,24.731281288791614,38.256531608257696,140.06740817793286,126.65700682639735
2,27,4.117459344233926,3.732344050422092,7.59275130609771,1.9266865565373692,1.039456513299597,3.0538687666172484,3.3125607748655925,1.4386652865868657,0.03937533106014118,0.022797001740377753,0.020877637982370176,0.026815767424670293,0.014247092482588928,0.017936324226901116,4.148280901405926,25.342290521655517,52.07710662330541,126.65700682639735,178.5028878550556
2,28,3.531351517104393,3.338694020233288,6.652664772192691,1.6400007783176638,0.9942361821879144,2.289100402739563,3.228430446868141,1.4557733024683954,0.041819074771417705,0.02167130069339791,0.029251119130008055,0.033345727533087115,0.015727325305060963,0.011767879677721641,4.313478638075473,24.455702770025916,62.48578479809626,178.5028878550556,159.623853523489
2,29,2.923514258380294,3.347691984887318,6.418675367284227,1.5743275098365404,1.036911097946473,2.5177835181961443,3.6641340693640063,1.5470051233556819,0.03682305169368469,0.018630294225478003,0.03242702398659695,0.035602196869703256,0.013527120186950074,0.012352284769506488,4.46770907712941,24.87433262184888,49.345544742921575,172.0558084877768,177.556185413786
3,1,2.3156769996561946,3.356689949541348,6.184685962375764,1.5086542413554167,1.0795860137050315,2.7464666336527253,4.099837691859872,1.6382369442429683,0.03182702861595168,0.015589287757558093,0.03560292884318584,0.03785866620631939,0.011326915068839186,0.012936689861291335,4.621939516183345,25.292962473671846,36.205304687746896,165.608729120498,195.48851730408305
3,2,3.569839828083707,3.8093799857880843,5.309738832350045,1.539463115462542,1.1733518519709285,2.2997536490656625,3.1393954904456414,1.8465351417802671,0.0431249525309371,0.01931615018893625,0.02704004644087461,0.023532763853449063,0.011630931575006482,0.012414932872980526,3.701270296132344,27.34859143686871,51.24225176827692,195.48851730408305,201.82839909694013
3,3,3.492710815194033,4.365767907588488,4.988475199618768,1.5144664873860005,1.2361991922226954,2.8389747701456844,4.245459583132256,2.258687062134524,0.057370435114981994,0.019631941783151106,0.022718941261568683,0.026405225621368145,0.01030941661421376,0.012837648453246185,3.7294100303807305,29.26644688479198,48.35294430785495,201.82839909694013,232.29499863177577
3,4,2.6894084262167803,4.558155611550906,5.022865346298288,1.527671735802794,1.2999660532846218,2.1601170890778536,3.8825730260318956,2.5473668547074055,0.05587130453847981,0.03217780258531332,0.03276384252337734,0.03634598197103564,0.012002480753954603,0.014897493906945147,3.3924809089737926,30.36495882863193,61.4096648909357,232.29499863177577,140.3244248000038
3,5,4.551532014410099,4.383586221216519,5.557654539995997,1.6191776111880816,1.352455282450423,2.7882724541574153,4.125422221598958,2.492914179385849,0.051447085366950654,0.024165364741362657,0.031240809212904178,0.03399663583599742,0.014231487798220597,0.01585876204114283,2.5732279735402424,30.25432334687904,117.80103865083214,140.3244248000038,107.12268238768863
3,6,4.5563768648930845,3.983242226471962,4.901423170271043,1.7645627458442963,1.3723059365613421,2.700527256349882,3.6486481651411684,2.3537801075299205,0.05189192321439471,0.025009076002450944,0.02777676720157971,0.035062631951199706,0.013631024914226027,0.014428894490720465,3.3236550432047283,29.23800045742378,49.56486979395011,107.12268238768863,164.94665063084878
3,7,3.1046369840861723,3.764848541514284,5.932711146468762,1.9106223088685494,1.4724844011660572,1.9907341637809421,2.721095607944613,2.5257497332218755,0.04852215537473094,0.025378005891565157,0.02467018538407138,0.03579113760479808,0.015512222071598906,0.014462401594087924,4.122590327073705,29.36756401903618,73.3483104197352,164.94665063084878,136.79873578244747
3,8,4.436587894655475,3.8851283764014797,5.757929200315142,2.0541106919746777,1.4621341144936657,2.466134091455805,3.548078925370545,2.7855492878776507,0.03933751322369514,0.021106059007273442,0.028737173534854995,0.03655879561840255,0.011925084631742609,0.01149634453186479,4.5941789738545005,30.037714586627747,88.61191055309308,136.79873578244747,133.4975302427429
3,9,4.064114359194239,3.971567978862638,7.5861621961714025,2.133876745673352,1.2573008295160768,2.4737282319102465,3.449855591815942,2.7699034509576883,0.03288205632303018,0.016511815285834227,0.026999782272663198,0.024979678598021665,0.009939666181526089,0.016262557120287464,5.309900396817413,30.739814416062142,50.727984194387396,133.4975302427429,121.14555492978084
3,10,4.161784206910808,3.9186748461000054,8.650445234747982,2.1941163806793926,1.19719306000338,2.0754897094182874,3.3147782863217694,2.640109178320702,0.04249943473684611,0.021337619044171263,0.028698998144128518,0.028905176032858942,0.017602214505507727,0.013997548189337485,4.228475841256098,31.4404457863259,80.5692265235421,121.14555492978084,180.43419775297545
3,11,3.7842437138916982,3.5906427737829176,5.600026448068818,2.212464117252469,1.1195369459338644,2.395364852652353,4.502730288988766,2.6989785419562913,0.04845526971668341,0.01954738810318958,0.021151555128099207,0.030273655810035625,0.012298123110926337,0.010795940864325669,2.921830839821128,31.119778435131145,88.44099468079683,180.43419775297545,137.8274219586519
3,12,4.110046855454005,3.3349960002902317,2.6501668385792048,2.1845414069260425,1.0858224236030147,2.7340495806518073,3.405462251629389,2.744615308006813,0.03972197536321207,0.02663071181276232,0.02614844851936882,0.02591681608351235,0.010317383066689941,0.01526493816393538,3.4688833478349435,30.784797886500378,51.21530089210147,137.8274219586519,108.99698074789147
3,13,3.0158562635123647,3.5448419471915407,6.944926117953091,2.127616881486206,1.0534171497898284,2.1810484050141734,4.705458803639843,2.516958903387261,0.03618432947041633,0.0230118181480658,0.02395706266975829,0.027480849734848878,0.010766423695979637,0.014666955299343079,3.8671515822702274,27.826380434010858,45.669832675977226,108.99698074789147,109.98788556980406
3,14,4.132358021518688,4.319450738677536,5.549697075105119,2.0057233577072995,0.9383706897540152,2.603250198299831,3.7489178568941814,2.280180629331783,0.036750189460010255,0.014138156812858793,0.018437678046129852,0.021307596231153025,0.013638396833150638,0.013559105262223021,5.186677839366879,25.037216542862012,74.00404360116126,109.98788556980406,110.42895634559439
3,15,4.000909374515779,5.215504976682133,7.098992652854459,1.9099514058908973,0.7988180331892932,2.2557284368691324,3.9446164886036463,2.227756277138846,0.0313545478419802,0.0188639127739418,0.02211151148479046,0.026084669928917264,0.011296481314980768,0.012785239667440069,2.6048740780181894,23.56476194629309,58.16907505291353,110.42895634559439,115.1995530089192
3,16,4.221718930988696,5.549598207191512,6.430881862129163,1.7323752713692269,0.747525298359502,2.3556142528662476,4.45728250178307,2.2113986279043094,0.024295493553794584,0.021897252967341543,0.023516087464668173,0.028486912832787915,0.01004843050295242,0.01253765335891781,3.5006010452467424,22.84671968037394,38.43385203068653,115.1995530089192,122.47615394191327
3,17,3.314542978644935,5.260709132601227,6.23984924050983,1.6469466145881422,0.9021950179460297,1.966205704632711,4.352196193469384,2.2085837084977533,0.02706217773560943,0.03190853965915962,0.023624416328283816,0.028174343645897288,0.01893829854370543,0.012626283018854911,5.023739178666116,22.796568466488093,57.048975725096575,122.47615394191327,165.37444429357572
3,18,3.6154964298944297,4.413323180001647,6.940215550479186,1.4926879449613693,0.9064259952097646,2.38936158287187,4.345616442666226,2.183391513216089,0.041816081358062133,0.03253259216109614,0.027973510200784035,0.027320033122599806,0.020746738324285443,0.010157523509030002,4.096215266928716,25.007589995177106,81.89538398909099,165.37444429357572,175.95686261572175
3,19,4.0021047915100825,3.2919122670438363,6.108317755397627,1.4266077584698718,0.9520750433886348,2.6868031811722446,3.7721619142740828,2.0982986786803113,0.040313444533294066,0.02669424050131747,0.026952143321771437,0.03209176942247035,0.01069939185781936,0.008063640836840608,4.126009067283336,27.94004385310435,87.81608919028761,175.95686261572175,189.21134332142933
3,20,3.3617828026064887,3.0682806367464885,8.023209985618655,1.472463938331837,1.0715345363896396,2.60889497829625,4.441080472572426,1.9793631124330264,0.03251803678280425,0.020816305629391938,0.023934484407465276,0.028710596990880275,0.0124754613789126,0.011080443994752026,4.693759178803279,28.675013316444723,98.50561113631335,189.21134332142933,263.2503754354874
3,21,3.292796563307062,3.683373897372657,7.657161644188352,1.6072157670689755,1.187282180377596,3.319482794858933,3.0295187771237853,1.951041103784222,0.03520714862110215,0.01914112360847214,0.026378920475907012,0.02467147040305361,0.013591219703425899,0.00971467584782741,5.667353535351845,30.176468890643548,129.95026472298085,263.2503754354874,195.6020192611643
