,EIG_a,ER_s_2,Kelvin_s_1,MJO_s,MJO_a,MRG_a_1,TD_s_1,WIG_s,CARIBE_u_1,CARIBE_v,CHOCO_u_2,CHOCO_v_1,ORINOQUIA_u_3,ORINOQUIA_v_3,PPT_ERA5_1,PPT_ERA_acum,Tendencia,Caudal_antes,Caudal
2000-01-01,,,,,,,,,,,,,,,,,,,2.3099855135332192
2000-01-02,,,,,,,,,,,,,,,,,,2.3099855135332192,2.179661070228919
2000-01-03,,,,,,,,,,,,,,,,,-1.7441967176145137,2.179661070228919,2.6849044194748424
2000-01-04,,,,,,,,,,,,,,,,,1.1603217401640316,2.6849044194748424,2.2575220612605507
2000-01-05,,,,,,,,,,,,,,,,,-1.9105482298995924,2.2575220612605507,2.1099998134481104
2000-01-06,,,,,,,,,,,,,,,,,1.3382827782935616,2.1099998134481104,1.7965144774368953
2000-01-07,,,,,,,,,,,,,,,,,-2.1655044043231353,1.7965144774368953,1.0990654808899756
2000-01-08,,,,,,,,,,,,,,,,,-0.8890699306607585,1.0990654808899756,0.5715049367721073
2000-01-09,,,,,,,,,,,,,,,,,-0.430730153060699,0.5715049367721073,0.7196750061570544
2000-01-10,,,,,,,,,,,,,,,,,0.8468755797130503,0.7196750061570544,0.8192679381581129
2000-01-11,,,,,,,,,,,,,,,,,0.1970065823996673,0.8192679381581129,0.7464372791072651
2000-01-12,,,,,,,,,,,,,,,,,-0.40733963999957756,0.7464372791072651,1.2649289167652007
2000-01-13,,,,,,,,,,,,,,,,,0.744129652846433,1.2649289167652007,1.0254066758612654
2000-01-14,,,,,,,,,,,,,,,,,-0.5306130062477821,1.0254066758612654,1.3404168260525706
2000-01-15,,,,,,,,,,,,,,,,,-0.15852232572132843,1.3404168260525706,0.9738911132287361
2000-01-16,,,,,,,,,,,,,,,,,-0.40392354011251175,0.9738911132287361,0.744316141346975
2000-01-17,,,,,,,,,,,,,,,,,-0.17812688619156872,0.744316141346975,0.3939014460832696
2000-01-18,,,,,,,,,,,,,,,,,-0.2762222815533122,0.3939014460832696,0.32866228893848953
2000-01-19,,,,,,,,,,,,,,,,,-0.20388340194842408,0.32866228893848953,0.9674041636258099
2000-01-20,,,,,,,,,,,,,,,,,0.478923062016783,0.9674041636258099,0.5937559480396888
2000-01-21,,,,,,,,,,,,,,,,,-0.3456396495598971,0.5937559480396888,0.9542676309876508
2000-01-22,,,,,,,,,,,,,,,,,0.6223413118588852,0.9542676309876508,0.4083079249770906
2000-01-23,,,,,,,,,,,,,,,,,-0.24876327891784525,0.4083079249770906,0.7415092695620612
2000-01-24,,,,,,,,,,,,,,,,,0.29110489912441506,0.7415092695620612,0.7811108061584007
2000-01-25,,,,,,,,,,,,,,,,,0.30095923757550297,0.7811108061584007,0.838662097698595
2000-01-26,,,,,,,,,,,,,,,,,0.03613750590470915,0.838662097698595,1.141731368883657
2000-01-27,,,,,,,,,,,,,,,,,0.17875678914424853,1.141731368883657,3.0831903065586714
2000-01-28,,,,,,,,,,,,,,,,,3.109256854044846,3.0831903065586714,2.7473904559116065
2000-01-29,,,,,,,,,,,,,,,,,-2.8527349280477154,2.7473904559116065,1.75496626325484
2000-01-30,,,,,,,,,,,,,,,,,-1.121143921912625,1.75496626325484,1.9080263743704262
2000-01-31,,,,,,,,,,,,,,,,,-0.44765575837614585,1.9080263743704262,1.1066101191128856
2000-02-01,,,,,,,,,,,,,,,,,-0.5953905072827996,1.1066101191128856,1.3503033098598547
2000-02-02,,,,,,,,,,,,,,,,,0.6096543447836337,1.3503033098598547,1.1532453572418229
2000-02-03,,,,,,,,,,,,,,,,,-1.1311610010296194,1.1532453572418229,1.6068038191655771
2000-02-04,,,,,,,,,,,,,,,,,0.5753079700456392,1.6068038191655771,1.6061771759862082
2000-02-05,,,,,,,,,,,,,,,,,-0.08181091205470462,1.6061771759862082,1.29755257524372
2000-02-06,,,,,,,,,,,,,,,,,-0.14433831676303757,1.29755257524372,1.4448711148323325
2000-02-07,,,,,,,,,,,,,,,,,0.45251779631292116,1.4448711148323325,1.1423349307906718
2000-02-08,,,,,,,,,,,,,,,,,-0.13467372983229675,1.1423349307906718,0.7432345336861143
2000-02-09,,,,,,,,,,,,,,,,,-2.300038541718414,0.7432345336861143,0.5646506416504516
2000-02-10,,,,,,,,,,,,,,,,,-0.5684424692222715,0.5646506416504516,0.281042145696288
2000-02-11,,,,,,,,,,,,,,,,,0.017091181889937614,0.281042145696288,0.03813713591136174
2000-02-12,,,,,,,,,,,,,,,,,-1.0272603619622314,0.03813713591136174,0.2926398600146949
2000-02-13,,,,,,,,,,,,,,,,,0.13147956620746798,0.2926398600146949,0.20025443163223988
2000-02-14,,,,,,,,,,,,,,,,,0.03531515591837163,0.20025443163223988,0.014696123607853998
2000-02-15,,,,,,,,,,,,,,,,,-0.38517926087311327,0.014696123607853998,-0.03671927284869596
2000-02-16,,,,,,,,,,,,,,,,,-0.1324610171116929,-0.03671927284869596,-0.04768630381873543
2000-02-17,,,,,,,,,,,,,,,,,-0.020705275430285948,-0.04768630381873543,0.9619347588023843
2000-02-18,,,,,,,,,,,,,,,,,2.581132359032578,0.9619347588023843,1.0476656310169608
2000-02-19,,,,,,,,,,,,,,,,,0.7554569704504437,1.0476656310169608,0.3341263537888695
2000-02-20,,,,,,,,,,,,,,,,,-0.5756408255961427,0.3341263537888695,0.7483778572546086
2000-02-21,,,,,,,,,,,,,,,,,1.210894442345849,0.7483778572546086,1.356380972362085
2000-02-22,,,,,,,,,,,,,,,,,1.5110326082377883,1.356380972362085,2.687502387051299
2000-02-23,,,,,,,,,,,,,,,,,2.664306600698619,2.687502387051299,2.502266914919904
2000-02-24,,,,,,,,,,,,,,,,,-0.27769677012723737,2.502266914919904,2.990626110258743
2000-02-25,,,,,,,,,,,,,,,,,3.1112157435079317,2.990626110258743,2.851609315249113
2000-02-26,,,,,,,,,,,,,,,,,-1.7800158620859294,2.851609315249113,2.5129686060748426
2000-02-27,,,,,,,,,,,,,,,,,-1.5579291802002946,2.5129686060748426,2.9561054633468458
2000-02-28,,,,,,,,,,,,,,,,,3.3509746383749524,2.9561054633468458,2.954414292694217
2000-02-29,,,,,,,,,,,,,,,,,-1.5037840636130397,2.6940493837365462,2.830302831745849
2000-03-01,,,,,,,,,,,,,,,,,0.9109613239732491,3.020374169251117,3.258813168272105
2000-03-02,,,,,,,,,,,,,,,,,2.670847241791298,3.258813168272105,3.052264842909905
2000-03-03,,,,,,,,,,,,,,,,,-0.4348613693156148,3.052264842909905,2.988570009449553
2000-03-04,,,,,,,,,,,,,,,,,1.273352322155603,2.988570009449553,1.9976850010144933
