Fecha y Hora,Valor,
2015-11-28,46.9395833333333,51.0
2015-11-29,48.9170833333333,51.0
2015-11-30,49.1129166666667,51.0
2015-12-01,50.80125,51.0
2015-12-02,46.0925,51.0
2015-12-03,41.4270833333333,51.0
2015-12-04,75.7383333333333,51.0
2015-12-05,88.5591666666667,51.0
2015-12-06,63.765,51.0
2015-12-07,51.4170833333333,51.0
2015-12-08,47.66125,51.0
2015-12-09,40.185,51.0
2015-12-10,36.3129166666667,51.0
2015-12-11,32.76875,51.0
2015-12-12,32.31875,51.0
2015-12-13,31.3429166666667,51.0
2015-12-14,32.01875,51.0
2015-12-15,38.3833333333333,51.0
2015-12-16,37.0591666666667,51.0
2015-12-17,33.9845833333333,51.0
2015-12-18,34.7220833333333,51.0
2015-12-19,34.9545833333333,51.0
2015-12-20,32.8466666666667,51.0
2015-12-21,29.4329166666667,51.0
2015-12-22,26.59375,51.0
2015-12-23,24.83875,51.0
2015-12-24,22.4758333333333,51.0
2015-12-25,21.0545833333333,51.0
2015-12-26,20.27625,51.0
2015-12-27,19.4975,51.0
2015-12-28,19.0391666666667,51.0
2015-12-29,17.8745833333333,51.0
2015-12-30,17.2229166666667,51.0
2015-12-31,16.5345833333333,51.0
2016-01-01,18.7533745349679,51.0
2016-01-02,19.2151009785074,51.0
2016-01-03,22.9636285952799,51.0
2016-01-04,23.7759737061538,51.0
2016-01-05,22.9529464357939,51.0
2016-01-06,23.1613414263953,51.0
2016-01-07,24.549967695147,51.0
2016-01-08,23.1337052032775,51.0
2016-01-09,21.2626818089311,51.0
2016-01-10,19.5124981978067,51.0
2016-01-11,18.2618651594192,51.0
2016-01-12,17.6024549104979,51.0
2016-01-13,16.8002996544607,51.0
2016-01-14,16.3169896648461,51.0
2016-01-15,15.7615665197755,51.0
2016-01-16,15.0411509653267,51.0
2016-01-17,14.8484679028725,51.0
2016-01-18,14.3465185783303,51.0
2016-01-19,14.1305833612873,51.0
2016-01-20,13.772468619046,51.0
2016-01-21,13.6538555400726,51.0
2016-01-22,16.9313303761207,51.0
2016-01-23,17.3585692206342,51.0
2016-01-24,17.260644977294,51.0
2016-01-25,18.7558853811508,51.0
2016-01-26,17.7232495151482,51.0
2016-01-27,17.1637774518046,51.0
2016-01-28,16.9451939252971,51.0
2016-01-29,16.9446782657314,51.0
2016-01-30,16.4366815136934,51.0
2016-01-31,16.2914821285847,51.0
2016-02-01,12.5459437238588,51.0
2016-02-02,12.377091788536,51.0
2016-02-03,12.5644661994663,51.0
2016-02-04,12.802481911733,51.0
2016-02-05,16.6122016818978,51.0
2016-02-06,14.4937072253657,51.0
2016-02-07,13.63132350827,51.0
2016-02-08,13.2971004828646,51.0
2016-02-09,13.2028602905174,51.0
2016-02-10,13.1547961717042,51.0
2016-02-11,12.9179264515677,51.0
2016-02-12,12.7761719786315,51.0
2016-02-13,13.5033356096046,51.0
2016-02-14,15.4018221344588,51.0
2016-02-15,14.181099152228,51.0
2016-02-16,13.489420167377,51.0
2016-02-17,13.8033750225219,51.0
2016-02-18,12.9189587002752,51.0
2016-02-19,13.1665370959341,51.0
2016-02-20,11.9042405534141,51.0
2016-02-21,16.5582502638845,51.0
2016-02-22,18.2592981203296,51.0
2016-02-23,27.8309838916454,51.0
2016-02-24,23.6462724513745,51.0
2016-02-25,19.2008097286661,51.0
2016-02-26,17.7525772245582,51.0
2016-02-27,16.5359087791261,51.0
2016-02-28,15.5467054650385,51.0
2016-02-29,15.5467054650385,51.0
2016-03-01,13.7719393377134,51.0
2016-03-02,14.5645808969143,51.0
2016-03-03,13.395787141753,51.0
2016-03-04,13.0141433661196,51.0
2016-03-05,12.4018097571643,51.0
2016-03-06,12.2337637624277,51.0
2016-03-07,12.5711583492477,51.0
2016-03-08,12.3294147665416,51.0
2016-03-09,13.6819271185518,51.0
2016-03-10,18.2848791191419,51.0
2016-03-11,17.8619456084882,51.0
2016-03-12,15.8934740895539,51.0
2016-03-13,15.3306428819338,51.0
2016-03-14,13.9168230551722,51.0
2016-03-15,13.7510546748592,51.0
2016-03-16,17.4333384289002,51.0
2016-03-17,18.2000103218434,51.0
2016-03-18,14.6328370472118,51.0
2016-03-19,13.6335634032433,51.0
2016-03-20,13.060786724214,51.0
2016-03-21,13.679666277026,51.0
2016-03-22,13.0607136687584,51.0
2016-03-23,12.5637072435745,51.0
2016-03-24,12.2367587542933,51.0
2016-03-25,11.6714025285046,51.0
2016-03-26,11.3194171615152,51.0
2016-03-27,11.2035360800809,51.0
2016-03-28,11.6769867418652,51.0
2016-03-29,13.4692360678069,51.0
2016-03-30,13.6234446632042,51.0
2016-03-31,13.6267773636704,51.0
2016-04-01,26.5713645265464,51.0
2016-04-02,27.4698672031803,51.0
2016-04-03,28.4061896195237,51.0
2016-04-04,33.8583333333333,51.0
2016-04-05,57.0570833333333,51.0
2016-04-06,58.905,51.0
2016-04-07,55.0291666666667,51.0
2016-04-08,34.8320833333333,51.0
2016-04-09,33.7183333333333,51.0
2016-04-10,32.3354166666667,51.0
2016-04-11,26.9520833333333,51.0
2016-04-12,30.59375,51.0
2016-04-13,57.5595833333333,51.0
2016-04-14,56.5733333333333,51.0
2016-04-15,55.0345833333333,51.0
2016-04-16,39.835,51.0
2016-04-17,62.8775,51.0
2016-04-18,56.89,51.0
2016-04-19,53.9245833333333,51.0
2016-04-20,44.9904166666667,51.0
2016-04-21,34.2208333333333,51.0
2016-04-22,32.9308333333333,51.0
2016-04-23,46.3854166666667,51.0
2016-04-24,69.8066666666667,51.0
2016-04-25,80.4429166666666,51.0
2016-04-26,67.8516666666667,51.0
2016-04-27,62.3058333333333,51.0
2016-04-28,54.86,51.0
2016-04-29,95.1045833333333,51.0
2016-04-30,115.81125,51.0
2016-05-01,180.787916666667,51.0
2016-05-02,147.07625,51.0
2016-05-03,110.99125,51.0
2016-05-04,128.862916666667,51.0
2016-05-05,149.541666666667,51.0
2016-05-06,105.77875,51.0
2016-05-07,89.9216666666667,51.0
2016-05-08,82.92375,51.0
2016-05-09,94.8475,51.0
2016-05-10,143.398333333333,51.0
2016-05-11,115.7875,51.0
2016-05-12,102.190833333333,51.0
2016-05-13,96.1791666666667,51.0
2016-05-14,96.4691666666667,51.0
2016-05-15,93.3345833333333,51.0
2016-05-16,93.1129166666667,51.0
2016-05-17,103.894583333333,51.0
2016-05-18,91.4608333333333,51.0
2016-05-19,105.277083333333,51.0
2016-05-20,95.3691666666667,51.0
2016-05-21,80.4045833333333,51.0
2016-05-22,72.8208333333333,51.0
2016-05-23,67.4858333333333,51.0
2016-05-24,89.62625,51.0
2016-05-25,87.9520833333333,51.0
2016-05-26,158.926666666667,51.0
2016-05-27,139.867083333333,51.0
2016-05-28,127.620833333333,51.0
2016-05-29,162.254583333333,51.0
2016-05-30,146.956666666667,51.0
2016-05-31,145.105,51.0
2016-06-01,116.33875,51.0
2016-06-02,103.147083333333,51.0
2016-06-03,97.2845833333333,51.0
2016-06-04,92.3725,51.0
2016-06-05,80.87375,51.0
2016-06-06,72.4304166666667,51.0
2016-06-07,70.4370833333333,51.0
2016-06-08,68.7233333333333,51.0
2016-06-09,65.945,51.0
2016-06-10,70.695,51.0
2016-06-11,92.4604166666667,51.0
2016-06-12,70.9125,51.0
2016-06-13,62.1079166666667,51.0
2016-06-14,65.1791666666667,51.0
2016-06-15,70.7475,51.0
2016-06-16,91.85625,51.0
2016-06-17,74.4579166666667,51.0
2016-06-18,67.1279166666667,51.0
2016-06-19,64.7908333333333,51.0
2016-06-20,89.3983333333334,51.0
2016-06-21,142.6025,51.0
